advisor_action,advisor_context_as_of,advisor_context_present,advisor_context_symbol,advisor_diagnostics_json,advisor_reason_codes,approved,blockers,candidate_id,index,manager_reason_codes,market_regime_age_seconds,market_regime_availability,market_regime_buy_support,market_regime_confidence,market_regime_continuation_support,market_regime_evidence,market_regime_hysteresis,market_regime_influence,market_regime_metrics,market_regime_reason_codes,market_regime_reversal_support,market_regime_sell_support,market_regime_state,outcome,reason_codes,setup_family,side,snapshot_time,source_episode_id,source_event_id,source_event_type,stock_rank_age_seconds,stock_rank_attention_tier,stock_rank_availability,stock_rank_classification,stock_rank_direction,stock_rank_fresh,stock_rank_influence,stock_rank_movement_score,stock_rank_position,stock_rank_quality_score,stock_rank_range_penalty,stock_rank_rank_time,stock_rank_reason_codes,stock_rank_stall_penalty,stock_rank_total_score,stock_rank_universe_size,structural_result,symbol
BLOCK,2026-07-31T11:48:00,True,INDUSTOWER,"{""advisor_context"": {""as_of"": ""2026-07-31T11:48:00"", ""market_regime"": {""age_seconds"": null, ""as_of"": ""2026-07-31T11:48:00"", ""availability"": ""UNAVAILABLE"", ""buy_support"": 0.0, ""confidence"": 0.0, ""continuation_support"": 0.0, ""evidence"": [], ""hysteresis"": {""candidate_confirmations"": 0, ""candidate_since"": null, ""candidate_state"": null, ""required_confirmations"": 0, ""state_started_at"": null, ""transition_pending"": false}, ""metrics"": {}, ""reason_codes"": [""MARKET_REGIME_NOT_IMPLEMENTED""], ""reversal_support"": 0.0, ""sell_support"": 0.0, ""state"": ""UNKNOWN""}, ""market_regime_influence"": ""NONE"", ""stock_rank"": {""age_seconds"": 0.0, ""as_of"": ""2026-07-31T11:48:00"", ""attention_tier"": ""SUPPRESSED"", ""availability"": ""AVAILABLE"", ""classification"": ""NEUTRAL"", ""direction"": ""UP"", ""fresh"": true, ""movement_score"": 48.0844, ""quality_score"": 40.3097, ""range_penalty"": 52.3156, ""rank_position"": 40, ""rank_time"": ""2026-07-31T11:48:00"", ""reason_codes"": [""STOCK_RANK_AVAILABLE""], ""stall_penalty"": 77.3108, ""symbol"": ""INDUSTOWER"", ""total_score"": 0.2665, ""universe_size"": 80}, ""stock_rank_influence"": ""DIAGNOSTIC"", ""symbol"": ""INDUSTOWER""}, ""barrier"": {""active"": false, ""barrier_price"": 389.2607414427773, ""barrier_type"": ""EMA_SLOW"", ""candidates"": [{""price"": 389.2607414427773, ""type"": ""EMA_SLOW""}, {""price"": 389.562611715611, ""type"": ""EMA_REF""}, {""price"": 394.9, ""type"": ""ORH""}, {""price"": 394.9, ""type"": ""SESSION_HIGH""}, {""price"": 396.8, ""type"": ""PDH""}], ""distance_atr"": 0.8679816780040136, ""distance_pct"": 0.26033263175204546, ""distance_points"": 1.0107414427773165, ""threshold_points"": 0.7765000000000001}, ""candidate_family"": ""BREAKOUT_INITIATION"", ""candidate_side"": ""BUY"", ""candidate_subtype"": ""BALANCE_ESCAPE_INITIATION"", ""day_path"": {""close_first"": 387.35, ""close_last"": 388.25, ""containment_ratio"": 0.7692307692307693, ""episode_age_bars"": 14, ""midpoint_crossings"": 2, ""path_efficiency"": 0.14285714285713771, ""range_width_pct"": 0.6204756980351543, ""sample_count"": 14, ""structure_flips"": 0, ""total_travel_points"": 6.300000000000068, ""total_travel_range_multiple"": 2.6250000000000533, ""vwap_crossings"": 0}, ""deployment_scope"": ""NEW_SIGNAL_ONLY"", ""episode_history"": {""exhausted_objective_context"": false, ""exhaustion_facts"": [], ""prior_count_day"": 0, ""prior_count_same_episode"": 0, ""prior_opportunity_keys"": [], ""prior_opposite_side_same_episode"": 0, ""prior_same_side_same_episode"": 0}, ""matched_rules"": [{""configured_action"": ""BLOCK"", ""reason"": ""SAME_DIRECTION_EXHAUSTION""}], ""mature_range_churn"": {""facts"": [], ""matched"": false}, ""range_context"": {""authority"": ""AUCTION_SOURCE_EPISODE"", ""high"": 388.0, ""inside_for_rule"": false, ""low"": 385.6, ""observation_accepted_range_high"": 387.9, ""observation_accepted_range_inside"": false, ""observation_accepted_range_low"": 386.05, ""outside_for_side"": true, ""reference_price"": 388.0, ""source_episode_id"": ""BAL:INDUSTOWER:2026-07-31:001:NEUTRAL:110900"", ""source_event_id"": ""BAL:INDUSTOWER:2026-07-31:001:NEUTRAL:110900:BALANCE_ESCAPE_STARTED:114800""}, ""source_episode_id"": ""BAL:INDUSTOWER:2026-07-31:001:NEUTRAL:110900"", ""source_event_id"": ""BAL:INDUSTOWER:2026-07-31:001:NEUTRAL:110900:BALANCE_ESCAPE_STARTED:114800""}","[""SAME_DIRECTION_EXHAUSTION""]",True,[],CAND:ad2f5f54a1a53f743b5f7785,722,"[""EVENT_DRIVEN_SETUP_SELECTED""]",,UNAVAILABLE,0.0,0.0,0.0,[],"{""candidate_confirmations"": 0, ""candidate_since"": null, ""candidate_state"": null, ""required_confirmations"": 0, ""state_started_at"": null, ""transition_pending"": false}",NONE,{},"[""MARKET_REGIME_NOT_IMPLEMENTED""]",0.0,0.0,UNKNOWN,ADVISOR_BLOCK,"[""AUTHORITATIVE_EVENT_ROUTE"", ""STRUCTURAL_PERMISSION_PERMIT"", ""MEANINGFUL_CLOSE_OUTSIDE_FROZEN_BALANCE"", ""BALANCE_ESCAPE_ATTEMPT_RECORDED"", ""BALANCE_MEASURED_MOVE_REFERENCE""]",BREAKOUT_INITIATION,BUY,2026-07-31T11:48:00+05:30,BAL:INDUSTOWER:2026-07-31:001:NEUTRAL:110900,BAL:INDUSTOWER:2026-07-31:001:NEUTRAL:110900:BALANCE_ESCAPE_STARTED:114800,BALANCE_ESCAPE_STARTED,0.0,SUPPRESSED,AVAILABLE,NEUTRAL,UP,True,DIAGNOSTIC,48.0844,40,40.3097,52.3156,2026-07-31T11:48:00,"[""STOCK_RANK_AVAILABLE""]",77.3108,0.2665,80,PERMIT,INDUSTOWER
,,False,,,[],False,"[""ENTRY_TOO_FAR_FROM_EVENT_ANCHOR""]",,725,"[""NO_EVENT_DRIVEN_SETUP_APPROVED""]",,,,,,,,,,,,,,SETUP_QUALITY_REJECTED,"[""ORIGINAL_DIRECTION_REESTABLISHED_AFTER_WATCH""]",CONTINUATION,BUY,2026-07-31T11:48:00+05:30,DIR:PERSISTENT:2026-07-31:003:UP:112100,DIR:PERSISTENT:2026-07-31:003:UP:112100:DIRECTIONAL_TREND_RESTORED:114800,DIRECTIONAL_TREND_RESTORED,,,,,,,,,,,,,,,,,PERMIT,PERSISTENT
,,False,,,[],False,"[""ENTRY_TOO_FAR_FROM_EVENT_ANCHOR""]",,728,"[""NO_EVENT_DRIVEN_SETUP_APPROVED""]",,,,,,,,,,,,,,SETUP_QUALITY_REJECTED,"[""ORIGINAL_DIRECTION_REESTABLISHED_AFTER_WATCH""]",CONTINUATION,BUY,2026-07-31T11:48:00+05:30,DIR:TORNTPHARM:2026-07-31:002:UP:105700,DIR:TORNTPHARM:2026-07-31:002:UP:105700:DIRECTIONAL_TREND_RESTORED:114800,DIRECTIONAL_TREND_RESTORED,,,,,,,,,,,,,,,,,PERMIT,TORNTPHARM
ALLOW,2026-07-31T11:54:00,True,INDUSTOWER,"{""advisor_context"": {""as_of"": ""2026-07-31T11:54:00"", ""market_regime"": {""age_seconds"": null, ""as_of"": ""2026-07-31T11:54:00"", ""availability"": ""UNAVAILABLE"", ""buy_support"": 0.0, ""confidence"": 0.0, ""continuation_support"": 0.0, ""evidence"": [], ""hysteresis"": {""candidate_confirmations"": 0, ""candidate_since"": null, ""candidate_state"": null, ""required_confirmations"": 0, ""state_started_at"": null, ""transition_pending"": false}, ""metrics"": {}, ""reason_codes"": [""MARKET_REGIME_NOT_IMPLEMENTED""], ""reversal_support"": 0.0, ""sell_support"": 0.0, ""state"": ""UNKNOWN""}, ""market_regime_influence"": ""NONE"", ""stock_rank"": {""age_seconds"": 0.0, ""as_of"": ""2026-07-31T11:54:00"", ""attention_tier"": ""SUPPRESSED"", ""availability"": ""AVAILABLE"", ""classification"": ""NEUTRAL"", ""direction"": ""UP"", ""fresh"": true, ""movement_score"": 37.0182, ""quality_score"": 35.5, ""range_penalty"": 61.9705, ""rank_position"": 57, ""rank_time"": ""2026-07-31T11:54:00"", ""reason_codes"": [""STOCK_RANK_AVAILABLE""], ""stall_penalty"": 77.2874, ""symbol"": ""INDUSTOWER"", ""total_score"": 0.0, ""universe_size"": 80}, ""stock_rank_influence"": ""DIAGNOSTIC"", ""symbol"": ""INDUSTOWER""}, ""barrier"": {""active"": false, ""barrier_price"": 386.2, ""barrier_type"": ""PDL"", ""candidates"": [{""price"": 371.4, ""type"": ""SESSION_LOW""}, {""price"": 386.2, ""type"": ""PDL""}], ""distance_atr"": 1.5334574038382085, ""distance_pct"": 0.4254221993038634, ""distance_points"": 1.650000000000034, ""threshold_points"": 0.7757000000000001}, ""candidate_family"": ""FAILED_BREAKOUT"", ""candidate_side"": ""SELL"", ""candidate_subtype"": ""FAILED_BALANCE_ESCAPE"", ""day_path"": {""close_first"": 387.35, ""close_last"": 387.85, ""containment_ratio"": 0.7692307692307693, ""episode_age_bars"": 16, ""midpoint_crossings"": 4, ""path_efficiency"": 0.07462686567164128, ""range_width_pct"": 0.5939315687540231, ""sample_count"": 16, ""structure_flips"": 0, ""total_travel_points"": 6.7000000000000455, ""total_travel_range_multiple"": 2.913043478260947, ""vwap_crossings"": 0}, ""deployment_scope"": ""NEW_SIGNAL_ONLY"", ""episode_history"": {""exhausted_objective_context"": false, ""exhaustion_facts"": [""FAILED_BALANCE_ESCAPE"", ""BALANCE_REARM_REQUIRED""], ""prior_count_day"": 0, ""prior_count_same_episode"": 0, ""prior_opportunity_keys"": [], ""prior_opposite_side_same_episode"": 0, ""prior_same_side_same_episode"": 0}, ""matched_rules"": [], ""mature_range_churn"": {""facts"": [], ""matched"": false}, ""range_context"": {""authority"": ""CURRENT_AUCTION_OBSERVATION"", ""high"": 388.4, ""inside_for_rule"": true, ""low"": 386.1, ""observation_accepted_range_high"": 388.4, ""observation_accepted_range_inside"": true, ""observation_accepted_range_low"": 386.1, ""outside_for_side"": false, ""reference_price"": 386.1, ""source_episode_id"": null, ""source_event_id"": null}, ""source_episode_id"": ""BAL:INDUSTOWER:2026-07-31:001:NEUTRAL:110900"", ""source_event_id"": ""BAL:INDUSTOWER:2026-07-31:001:NEUTRAL:110900:BALANCE_ESCAPE_FAILED:115400""}","[""ADVISOR_ALLOW""]",True,[],CAND:296c26607039b07e87c6f497,750,"[""EVENT_DRIVEN_SETUP_SELECTED""]",,UNAVAILABLE,0.0,0.0,0.0,[],"{""candidate_confirmations"": 0, ""candidate_since"": null, ""candidate_state"": null, ""required_confirmations"": 0, ""state_started_at"": null, ""transition_pending"": false}",NONE,{},"[""MARKET_REGIME_NOT_IMPLEMENTED""]",0.0,0.0,UNKNOWN,CREATED,"[""AUTHORITATIVE_EVENT_ROUTE"", ""STRUCTURAL_PERMISSION_PERMIT"", ""ESCAPE_FAILED_BACK_INSIDE_FROZEN_BALANCE"", ""BALANCE_REARM_REQUIRED_AFTER_FAILED_ESCAPE"", ""FAILED_ESCAPE_TO_OPPOSITE_RANGE_EDGE""]",FAILED_BREAKOUT,SELL,2026-07-31T11:54:00+05:30,BAL:INDUSTOWER:2026-07-31:001:NEUTRAL:110900,BAL:INDUSTOWER:2026-07-31:001:NEUTRAL:110900:BALANCE_ESCAPE_FAILED:115400,BALANCE_ESCAPE_FAILED,0.0,SUPPRESSED,AVAILABLE,NEUTRAL,UP,True,DIAGNOSTIC,37.0182,57,35.5,61.9705,2026-07-31T11:54:00,"[""STOCK_RANK_AVAILABLE""]",77.2874,0.0,80,PERMIT,INDUSTOWER
,,False,,,[],False,"[""EXPECTED_FIRST_MOVE_BELOW_0_5_PERCENT""]",,771,"[""NO_EVENT_DRIVEN_SETUP_APPROVED""]",,,,,,,,,,,,,,SETUP_QUALITY_REJECTED,"[""REVERSAL_LEG_SUSTAINED_DIRECTIONAL_PROGRESS"", ""OPPOSITE_DIRECTION_ESTABLISHED_AFTER_REVERSAL""]",REVERSAL,BUY,2026-07-31T12:00:00+05:30,DIR:BHEL:2026-07-31:005:UP:113300,DIR:BHEL:2026-07-31:005:UP:113300:DIRECTIONAL_REVERSAL_LEG_ESTABLISHED:120000,DIRECTIONAL_REVERSAL_LEG_ESTABLISHED,,,,,,,,,,,,,,,,,PERMIT,BHEL
,,False,,,[],False,"[""ENTRY_TOO_FAR_FROM_EVENT_ANCHOR""]",,772,"[""NO_EVENT_DRIVEN_SETUP_APPROVED""]",,,,,,,,,,,,,,SETUP_QUALITY_REJECTED,"[""ORIGINAL_DIRECTION_REESTABLISHED_AFTER_WATCH""]",CONTINUATION,BUY,2026-07-31T12:00:00+05:30,DIR:CHOLAFIN:2026-07-31:003:UP:104500,DIR:CHOLAFIN:2026-07-31:003:UP:104500:DIRECTIONAL_TREND_RESTORED:120000,DIRECTIONAL_TREND_RESTORED,,,,,,,,,,,,,,,,,PERMIT,CHOLAFIN
,,False,,,[],False,"[""ENTRY_TOO_FAR_FROM_ESCAPE_BOUNDARY""]",,813,"[""NO_EVENT_DRIVEN_SETUP_APPROVED""]",,,,,,,,,,,,,,SETUP_QUALITY_REJECTED,"[""MEANINGFUL_CLOSE_OUTSIDE_FROZEN_BALANCE"", ""BALANCE_ESCAPE_ATTEMPT_RECORDED""]",BREAKOUT_INITIATION,BUY,2026-07-31T12:09:00+05:30,BAL:BHEL:2026-07-31:002:NEUTRAL:114200,BAL:BHEL:2026-07-31:002:NEUTRAL:114200:BALANCE_ESCAPE_STARTED:120900,BALANCE_ESCAPE_STARTED,,,,,,,,,,,,,,,,,PERMIT,BHEL
,,False,,,[],False,"[""EXPECTED_FIRST_MOVE_BELOW_0_5_PERCENT""]",,818,"[""NO_EVENT_DRIVEN_SETUP_APPROVED""]",,,,,,,,,,,,,,SETUP_QUALITY_REJECTED,"[""MEANINGFUL_CLOSE_OUTSIDE_FROZEN_BALANCE"", ""BALANCE_ESCAPE_ATTEMPT_RECORDED""]",BREAKOUT_INITIATION,BUY,2026-07-31T12:09:00+05:30,BAL:FORCEMOT:2026-07-31:002:NEUTRAL:114500,BAL:FORCEMOT:2026-07-31:002:NEUTRAL:114500:BALANCE_ESCAPE_STARTED:120900,BALANCE_ESCAPE_STARTED,,,,,,,,,,,,,,,,,PERMIT,FORCEMOT
,,False,,,[],False,"[""ENTRY_TOO_FAR_FROM_ESCAPE_BOUNDARY""]",,827,"[""NO_EVENT_DRIVEN_SETUP_APPROVED""]",,,,,,,,,,,,,,SETUP_QUALITY_REJECTED,"[""OUTSIDE_ACCEPTANCE_CONFIRMED""]",ACCEPTED_BREAKOUT,BUY,2026-07-31T12:12:00+05:30,BAL:BHEL:2026-07-31:002:NEUTRAL:114200,BAL:BHEL:2026-07-31:002:NEUTRAL:114200:BALANCE_ESCAPE_ACCEPTED:121200,BALANCE_ESCAPE_ACCEPTED,,,,,,,,,,,,,,,,,PERMIT,BHEL
,,False,,,[],False,"[""EXPECTED_FIRST_MOVE_BELOW_0_5_PERCENT""]",,832,"[""NO_EVENT_DRIVEN_SETUP_APPROVED""]",,,,,,,,,,,,,,SETUP_QUALITY_REJECTED,"[""ESCAPE_FAILED_BACK_INSIDE_FROZEN_BALANCE"", ""BALANCE_REARM_REQUIRED_AFTER_FAILED_ESCAPE""]",FAILED_BREAKOUT,SELL,2026-07-31T12:12:00+05:30,BAL:FORCEMOT:2026-07-31:002:NEUTRAL:114500,BAL:FORCEMOT:2026-07-31:002:NEUTRAL:114500:BALANCE_ESCAPE_FAILED:121200,BALANCE_ESCAPE_FAILED,,,,,,,,,,,,,,,,,PERMIT,FORCEMOT
,,False,,,[],False,"[""ENTRY_TOO_FAR_FROM_EVENT_ANCHOR""]",,865,"[""NO_EVENT_DRIVEN_SETUP_APPROVED""]",,,,,,,,,,,,,,SETUP_QUALITY_REJECTED,"[""ORIGINAL_DIRECTION_REESTABLISHED_AFTER_WATCH""]",CONTINUATION,BUY,2026-07-31T12:18:00+05:30,DIR:PERSISTENT:2026-07-31:003:UP:112100,DIR:PERSISTENT:2026-07-31:003:UP:112100:DIRECTIONAL_TREND_RESTORED:121800,DIRECTIONAL_TREND_RESTORED,,,,,,,,,,,,,,,,,PERMIT,PERSISTENT
,,False,,,[],False,"[""ENTRY_TOO_FAR_FROM_EVENT_ANCHOR""]",,870,"[""NO_EVENT_DRIVEN_SETUP_APPROVED""]",,,,,,,,,,,,,,SETUP_QUALITY_REJECTED,"[""ORIGINAL_DIRECTION_REESTABLISHED_AFTER_WATCH""]",CONTINUATION,BUY,2026-07-31T12:21:00+05:30,DIR:CHOLAFIN:2026-07-31:003:UP:104500,DIR:CHOLAFIN:2026-07-31:003:UP:104500:DIRECTIONAL_TREND_RESTORED:122100,DIRECTIONAL_TREND_RESTORED,,,,,,,,,,,,,,,,,PERMIT,CHOLAFIN
,,False,,,[],False,"[""ENTRY_TOO_FAR_FROM_EVENT_ANCHOR""]",,919,"[""NO_EVENT_DRIVEN_SETUP_APPROVED""]",,,,,,,,,,,,,,SETUP_QUALITY_REJECTED,"[""REVERSAL_LEG_SUSTAINED_DIRECTIONAL_PROGRESS"", ""OPPOSITE_DIRECTION_ESTABLISHED_AFTER_REVERSAL""]",REVERSAL,SELL,2026-07-31T12:30:00+05:30,DIR:KALYANKJIL:2026-07-31:008:DOWN:122400,DIR:KALYANKJIL:2026-07-31:008:DOWN:122400:DIRECTIONAL_REVERSAL_LEG_ESTABLISHED:123000,DIRECTIONAL_REVERSAL_LEG_ESTABLISHED,,,,,,,,,,,,,,,,,PERMIT,KALYANKJIL
,,False,,,[],False,"[""ENTRY_TOO_FAR_FROM_EVENT_ANCHOR""]",,935,"[""NO_EVENT_DRIVEN_SETUP_APPROVED""]",,,,,,,,,,,,,,SETUP_QUALITY_REJECTED,"[""ORIGINAL_DIRECTION_REESTABLISHED_AFTER_WATCH""]",CONTINUATION,BUY,2026-07-31T12:33:00+05:30,DIR:PERSISTENT:2026-07-31:003:UP:112100,DIR:PERSISTENT:2026-07-31:003:UP:112100:DIRECTIONAL_TREND_RESTORED:123300,DIRECTIONAL_TREND_RESTORED,,,,,,,,,,,,,,,,,PERMIT,PERSISTENT
BLOCK,2026-07-31T12:39:00,True,POWERINDIA,"{""advisor_context"": {""as_of"": ""2026-07-31T12:39:00"", ""market_regime"": {""age_seconds"": null, ""as_of"": ""2026-07-31T12:39:00"", ""availability"": ""UNAVAILABLE"", ""buy_support"": 0.0, ""confidence"": 0.0, ""continuation_support"": 0.0, ""evidence"": [], ""hysteresis"": {""candidate_confirmations"": 0, ""candidate_since"": null, ""candidate_state"": null, ""required_confirmations"": 0, ""state_started_at"": null, ""transition_pending"": false}, ""metrics"": {}, ""reason_codes"": [""MARKET_REGIME_NOT_IMPLEMENTED""], ""reversal_support"": 0.0, ""sell_support"": 0.0, ""state"": ""UNKNOWN""}, ""market_regime_influence"": ""NONE"", ""stock_rank"": {""age_seconds"": 180.0, ""as_of"": ""2026-07-31T12:39:00"", ""attention_tier"": ""SUPPRESSED"", ""availability"": ""AVAILABLE"", ""classification"": ""RANGE_BOUND"", ""direction"": ""UP"", ""fresh"": true, ""movement_score"": 45.2941, ""quality_score"": 35.2597, ""range_penalty"": 72.8628, ""rank_position"": 46, ""rank_time"": ""2026-07-31T12:36:00"", ""reason_codes"": [""STOCK_RANK_AVAILABLE""], ""stall_penalty"": 62.5735, ""symbol"": ""POWERINDIA"", ""total_score"": 0.0, ""universe_size"": 80}, ""stock_rank_influence"": ""DIAGNOSTIC"", ""symbol"": ""POWERINDIA""}, ""barrier"": {""active"": false, ""barrier_price"": 32128.571381382782, ""barrier_type"": ""EMA_SLOW"", ""candidates"": [{""price"": 31020.0, ""type"": ""PDL""}, {""price"": 31850.389107952717, ""type"": ""EMA_REF""}, {""price"": 31900.0, ""type"": ""ORL""}, {""price"": 31900.0, ""type"": ""SESSION_LOW""}, {""price"": 32128.571381382782, ""type"": ""EMA_SLOW""}], ""distance_atr"": 4.6802029633229685, ""distance_pct"": 0.699825741360586, ""distance_points"": 226.42861861721758, ""threshold_points"": 64.71}, ""candidate_family"": ""BREAKOUT_INITIATION"", ""candidate_side"": ""SELL"", ""candidate_subtype"": ""BALANCE_ESCAPE_INITIATION"", ""day_path"": {""close_first"": 32400.0, ""close_last"": 32355.0, ""containment_ratio"": 0.9736842105263158, ""episode_age_bars"": 57, ""midpoint_crossings"": 4, ""path_efficiency"": 0.02857142857142857, ""range_width_pct"": 0.8153218983155143, ""sample_count"": 57, ""structure_flips"": 5, ""total_travel_points"": 1575.0, ""total_travel_range_multiple"": 5.943396226415095, ""vwap_crossings"": 6}, ""deployment_scope"": ""NEW_SIGNAL_ONLY"", ""episode_history"": {""exhausted_objective_context"": false, ""exhaustion_facts"": [""MULTIPLE_BALANCE_ESCAPE_ATTEMPTS"", ""FAILED_BALANCE_ESCAPE""], ""prior_count_day"": 1, ""prior_count_same_episode"": 1, ""prior_opportunity_keys"": [""OPP:dc1ab160fa1ee75a10189da6""], ""prior_opposite_side_same_episode"": 1, ""prior_same_side_same_episode"": 0}, ""matched_rules"": [{""configured_action"": ""BLOCK"", ""reason"": ""SAME_DIRECTION_EXHAUSTION""}], ""mature_range_churn"": {""facts"": [], ""matched"": false}, ""range_context"": {""authority"": ""AUCTION_SOURCE_EPISODE"", ""high"": 32635.0, ""inside_for_rule"": false, ""low"": 32370.0, ""observation_accepted_range_high"": 32375.0, ""observation_accepted_range_inside"": true, ""observation_accepted_range_low"": 32285.0, ""outside_for_side"": true, ""reference_price"": 32370.0, ""source_episode_id"": ""BAL:POWERINDIA:2026-07-31:001:NEUTRAL:095100"", ""source_event_id"": ""BAL:POWERINDIA:2026-07-31:001:NEUTRAL:095100:BALANCE_ESCAPE_STARTED:123900""}, ""source_episode_id"": ""BAL:POWERINDIA:2026-07-31:001:NEUTRAL:095100"", ""source_event_id"": ""BAL:POWERINDIA:2026-07-31:001:NEUTRAL:095100:BALANCE_ESCAPE_STARTED:123900""}","[""SAME_DIRECTION_EXHAUSTION""]",True,[],CAND:7d13b79c356038229e662803,964,"[""EVENT_DRIVEN_SETUP_SELECTED""]",,UNAVAILABLE,0.0,0.0,0.0,[],"{""candidate_confirmations"": 0, ""candidate_since"": null, ""candidate_state"": null, ""required_confirmations"": 0, ""state_started_at"": null, ""transition_pending"": false}",NONE,{},"[""MARKET_REGIME_NOT_IMPLEMENTED""]",0.0,0.0,UNKNOWN,ADVISOR_BLOCK,"[""AUTHORITATIVE_EVENT_ROUTE"", ""STRUCTURAL_PERMISSION_PERMIT"", ""MEANINGFUL_CLOSE_OUTSIDE_FROZEN_BALANCE"", ""BALANCE_ESCAPE_ATTEMPT_RECORDED"", ""BALANCE_MEASURED_MOVE_REFERENCE""]",BREAKOUT_INITIATION,SELL,2026-07-31T12:39:00+05:30,BAL:POWERINDIA:2026-07-31:001:NEUTRAL:095100,BAL:POWERINDIA:2026-07-31:001:NEUTRAL:095100:BALANCE_ESCAPE_STARTED:123900,BALANCE_ESCAPE_STARTED,180.0,SUPPRESSED,AVAILABLE,RANGE_BOUND,UP,True,DIAGNOSTIC,45.2941,46,35.2597,72.8628,2026-07-31T12:36:00,"[""STOCK_RANK_AVAILABLE""]",62.5735,0.0,80,PERMIT,POWERINDIA
